account_id,month,active_users,feature_a_usage,feature_b_usage,feature_c_usage,login_frequency,usage_drop_flag
ACC-0160,2025-10-01,30,168,96,78,3.2,0
ACC-0160,2025-11-01,30,179,161,60,4.12,0
ACC-0160,2025-12-01,28,172,120,86,3.81,0
ACC-0160,2026-01-01,25,122,114,67,4.94,0
ACC-0160,2026-02-01,27,133,59,109,4.57,0
ACC-0160,2026-03-01,28,190,82,57,5.42,0
ACC-0161,2025-10-01,22,124,68,48,3.98,0
ACC-0161,2025-11-01,24,151,75,58,4.39,0
ACC-0161,2025-12-01,18,124,91,46,3.64,1
ACC-0161,2026-01-01,23,107,91,60,3.57,0
ACC-0161,2026-02-01,27,199,71,40,3.51,0
ACC-0161,2026-03-01,26,194,140,64,4.05,0
ACC-0162,2025-03-01,165,1135,812,500,5.33,0
ACC-0162,2025-04-01,177,1409,625,899,3.94,0
ACC-0162,2025-05-01,185,1378,855,698,4.81,0
ACC-0162,2025-06-01,194,1111,1002,605,5.18,0
ACC-0162,2025-07-01,198,1271,1133,349,3.77,0
ACC-0162,2025-08-01,206,1591,1096,869,4.81,0
ACC-0162,2025-09-01,161,1021,890,464,5.27,1
ACC-0162,2025-10-01,169,1235,812,477,4.15,1
ACC-0162,2025-11-01,161,857,1010,560,4.91,1
ACC-0162,2025-12-01,215,1661,945,758,3.81,0
ACC-0162,2026-01-01,197,974,952,705,4.15,0
ACC-0162,2026-02-01,189,911,1367,647,3.62,0
ACC-0162,2026-03-01,208,1852,1195,259,6.06,0
ACC-0163,2025-12-01,16,100,51,32,4.4,0
ACC-0163,2026-01-01,17,108,85,34,3.23,0
ACC-0163,2026-02-01,19,116,68,34,4.56,0
ACC-0163,2026-03-01,23,122,77,58,3.52,0
ACC-0164,2025-01-01,15,121,60,27,4.47,0
ACC-0164,2025-02-01,15,95,67,42,4.22,0
ACC-0164,2025-03-01,15,131,75,43,4.29,0
ACC-0164,2025-04-01,16,123,67,34,4.03,0
ACC-0164,2025-05-01,16,122,74,41,4.17,0
ACC-0164,2025-06-01,16,66,47,32,3.57,0
ACC-0164,2025-07-01,16,118,63,51,3.65,0
ACC-0164,2025-08-01,17,109,84,42,4.29,0
ACC-0164,2025-09-01,15,82,74,20,5.14,0
ACC-0164,2025-10-01,17,96,58,59,5.19,0
ACC-0164,2025-11-01,17,113,60,43,3.73,0
ACC-0164,2025-12-01,16,135,64,30,3.24,0
ACC-0164,2026-01-01,17,96,73,27,4.68,0
ACC-0164,2026-02-01,16,104,61,54,4.32,0
ACC-0164,2026-03-01,19,135,99,45,4.44,0
ACC-0165,2025-11-01,15,112,67,34,4.09,0
ACC-0165,2025-12-01,14,111,50,28,3.57,0
ACC-0165,2026-01-01,14,76,66,39,3.82,0
ACC-0165,2026-02-01,17,83,92,45,2.75,0
ACC-0165,2026-03-01,17,128,63,32,3.1,0
ACC-0166,2025-05-01,20,109,61,52,3.05,0
ACC-0166,2025-06-01,17,129,76,38,4.21,1
ACC-0166,2025-07-01,16,102,55,34,3.77,0
ACC-0166,2025-08-01,19,145,89,37,3.36,0
ACC-0166,2025-09-01,20,177,65,47,4.26,0
ACC-0166,2025-10-01,20,119,100,54,4.79,0
ACC-0166,2025-11-01,21,157,112,67,5.83,0
ACC-0166,2025-12-01,20,115,95,56,5.54,0
ACC-0166,2026-01-01,19,135,67,52,4.05,0
ACC-0166,2026-02-01,21,103,99,54,4.31,0
ACC-0166,2026-03-01,22,133,96,55,4.34,0
ACC-0167,2025-07-01,6,39,21,21,3.98,0
ACC-0167,2025-08-01,5,28,15,7,3.95,1
ACC-0167,2025-09-01,6,46,27,16,3.57,0
ACC-0167,2025-10-01,7,56,30,18,3.31,0
ACC-0167,2025-11-01,7,59,30,14,4.09,0
ACC-0167,2025-12-01,6,36,27,15,4.9,1
ACC-0167,2026-01-01,7,38,25,14,4.07,0
ACC-0167,2026-02-01,7,60,33,17,3.25,0
ACC-0167,2026-03-01,7,39,37,10,4.47,0
ACC-0168,2025-01-01,91,590,421,356,4.16,0
ACC-0168,2025-02-01,100,577,429,390,4.43,0
ACC-0168,2025-03-01,93,575,456,226,3.54,0
ACC-0168,2025-04-01,99,595,290,410,3.43,0
ACC-0168,2025-05-01,95,552,366,245,4.7,0
ACC-0168,2025-06-01,97,735,350,455,2.87,0
ACC-0168,2025-07-01,82,691,367,281,4.5,1
ACC-0168,2025-08-01,99,676,329,373,4.66,0
ACC-0168,2025-09-01,85,717,370,198,5.44,1
ACC-0168,2025-10-01,74,508,288,214,4.74,0
ACC-0168,2025-11-01,80,565,275,246,3.66,0
ACC-0168,2025-12-01,89,566,496,268,2.71,0
ACC-0168,2026-01-01,104,727,415,300,3.54,0
ACC-0168,2026-02-01,107,701,289,366,5.04,0
ACC-0168,2026-03-01,97,534,320,248,5.27,0
ACC-0169,2025-07-01,7,32,30,17,3.89,0
ACC-0169,2025-08-01,7,37,34,17,4.54,0
ACC-0169,2025-09-01,7,48,26,16,5.02,0
ACC-0169,2025-10-01,9,46,35,26,5.52,0
ACC-0169,2025-11-01,9,50,46,22,4.93,0
ACC-0169,2025-12-01,8,40,36,24,4.19,0
ACC-0169,2026-01-01,8,38,37,20,3.55,0
ACC-0169,2026-02-01,8,53,29,19,2.98,0
ACC-0169,2026-03-01,9,58,28,10,4.92,0
ACC-0170,2025-06-01,25,168,119,74,4.34,0
ACC-0170,2025-07-01,23,138,102,74,4.13,0
ACC-0170,2025-08-01,27,186,118,102,5.36,0
ACC-0170,2025-09-01,31,174,181,75,4.04,0
ACC-0170,2025-10-01,24,164,77,64,3.39,1
ACC-0170,2025-11-01,31,220,183,60,5.28,0
ACC-0170,2025-12-01,23,154,82,51,3.84,1
ACC-0170,2026-01-01,26,132,97,66,5.01,0
ACC-0170,2026-02-01,29,225,84,65,4.7,0
ACC-0170,2026-03-01,29,161,140,63,3.66,0
ACC-0171,2025-01-01,13,84,47,28,3.45,0
ACC-0171,2025-02-01,12,92,51,35,4.56,0
ACC-0171,2025-03-01,12,56,40,24,3.68,0
ACC-0171,2025-04-01,13,98,76,26,5.32,0
ACC-0171,2025-05-01,14,87,62,43,4.16,0
ACC-0171,2025-06-01,12,69,26,29,3.7,1
ACC-0171,2025-07-01,11,76,32,31,4.54,0
ACC-0171,2025-08-01,12,77,37,34,4.33,0
ACC-0171,2025-09-01,13,91,46,21,4.87,0
ACC-0171,2025-10-01,13,76,57,41,5.0,0
ACC-0171,2025-11-01,12,58,36,27,5.22,0
ACC-0171,2025-12-01,11,64,39,24,4.19,0
ACC-0171,2026-01-01,11,84,43,42,3.38,0
ACC-0171,2026-02-01,13,104,49,29,3.56,0
ACC-0171,2026-03-01,12,77,49,18,5.81,0
ACC-0172,2025-01-01,4,26,14,9,3.95,0
ACC-0172,2025-02-01,4,25,18,10,4.69,0
ACC-0172,2025-03-01,4,27,15,11,4.43,0
ACC-0172,2025-04-01,4,25,16,9,4.16,0
ACC-0172,2025-05-01,4,29,19,13,3.78,0
ACC-0172,2025-06-01,4,17,19,6,3.51,0
ACC-0172,2025-07-01,4,23,13,8,4.71,0
ACC-0172,2025-08-01,4,25,15,11,4.79,0
ACC-0172,2025-09-01,4,30,14,10,3.54,0
ACC-0172,2025-10-01,4,37,16,8,4.04,0
ACC-0172,2025-11-01,4,32,17,7,3.49,0
ACC-0172,2025-12-01,4,30,12,11,4.14,0
ACC-0172,2026-01-01,4,23,21,6,3.69,0
ACC-0172,2026-02-01,4,26,13,11,4.91,0
ACC-0172,2026-03-01,4,23,14,10,3.28,0
ACC-0173,2026-01-01,23,192,89,61,5.03,0
ACC-0173,2026-02-01,23,188,62,53,4.55,0
ACC-0173,2026-03-01,20,169,108,40,4.09,0
ACC-0174,2025-01-01,19,119,74,56,3.58,0
ACC-0174,2025-02-01,16,75,52,33,4.33,1
ACC-0174,2025-03-01,18,93,60,33,3.81,0
ACC-0174,2025-04-01,21,152,69,47,3.82,0
ACC-0174,2025-05-01,23,145,113,42,4.17,0
ACC-0174,2025-06-01,21,108,84,71,3.6,0
ACC-0174,2025-07-01,21,106,61,42,3.89,0
ACC-0174,2025-08-01,22,137,61,46,4.55,0
ACC-0174,2025-09-01,20,122,86,41,4.44,0
ACC-0174,2025-10-01,20,149,87,49,4.99,0
ACC-0174,2025-11-01,22,128,114,76,3.71,0
ACC-0174,2025-12-01,21,160,84,58,4.75,0
ACC-0174,2026-01-01,21,146,85,38,3.51,0
ACC-0174,2026-02-01,21,157,102,60,4.51,0
ACC-0174,2026-03-01,23,156,101,63,3.22,0
ACC-0175,2026-01-01,20,107,99,67,2.68,0
ACC-0175,2026-02-01,22,145,108,60,5.21,0
ACC-0175,2026-03-01,21,105,84,57,4.05,0
ACC-0176,2025-03-01,92,591,333,224,3.93,0
ACC-0176,2025-04-01,90,391,312,162,3.77,0
ACC-0176,2025-05-01,95,493,442,493,5.22,0
ACC-0176,2025-06-01,102,759,306,214,4.22,0
ACC-0176,2025-07-01,97,747,353,323,4.31,0
ACC-0176,2025-08-01,100,642,341,339,4.34,0
ACC-0176,2025-09-01,81,585,398,297,3.47,1
ACC-0176,2025-10-01,83,456,346,212,5.09,0
ACC-0176,2025-11-01,87,675,429,261,3.9,0
ACC-0176,2025-12-01,105,663,316,410,4.3,0
ACC-0176,2026-01-01,110,744,449,469,3.12,0
ACC-0176,2026-02-01,97,535,227,369,3.81,0
ACC-0176,2026-03-01,106,734,486,305,3.67,0
ACC-0177,2025-01-01,22,165,89,46,3.36,0
ACC-0177,2025-02-01,22,129,88,51,3.89,0
ACC-0177,2025-03-01,22,156,124,63,5.32,0
ACC-0177,2025-04-01,21,99,85,61,4.69,0
ACC-0177,2025-05-01,23,85,117,61,3.12,0
ACC-0177,2025-06-01,23,153,101,69,4.5,0
ACC-0177,2025-07-01,19,120,53,53,5.18,1
ACC-0177,2025-08-01,20,115,67,44,4.49,0
ACC-0177,2025-09-01,21,151,103,64,3.42,0
ACC-0177,2025-10-01,23,186,122,55,3.67,0
ACC-0177,2025-11-01,20,105,82,58,5.11,0
ACC-0177,2025-12-01,20,129,80,42,4.72,0
ACC-0177,2026-01-01,22,146,96,61,4.62,0
ACC-0177,2026-02-01,21,157,90,46,4.36,0
ACC-0177,2026-03-01,22,169,71,70,4.22,0
ACC-0178,2025-01-01,107,632,352,212,4.67,0
ACC-0178,2025-02-01,123,580,410,458,4.17,0
ACC-0178,2025-03-01,116,741,421,352,2.53,0
ACC-0178,2025-04-01,103,776,520,430,4.51,0
ACC-0178,2025-05-01,95,551,490,411,5.15,0
ACC-0178,2025-06-01,109,551,443,349,5.3,0
ACC-0178,2025-07-01,105,684,436,365,4.64,0
ACC-0178,2025-08-01,105,560,545,215,5.35,0
ACC-0178,2025-09-01,80,468,390,256,3.28,1
ACC-0178,2025-10-01,93,611,365,256,4.18,0
ACC-0178,2025-11-01,87,798,339,255,3.82,0
ACC-0178,2025-12-01,115,540,504,348,3.2,0
ACC-0178,2026-01-01,105,719,357,355,5.41,0
ACC-0178,2026-02-01,111,544,379,333,3.95,0
ACC-0178,2026-03-01,111,759,608,354,3.39,0
ACC-0179,2025-10-01,73,575,312,221,4.64,0
ACC-0179,2025-11-01,67,283,304,256,5.21,0
ACC-0179,2025-12-01,75,506,322,244,4.28,0
ACC-0179,2026-01-01,95,639,445,385,3.67,0
ACC-0179,2026-02-01,93,561,339,192,4.22,0
ACC-0179,2026-03-01,97,613,397,338,5.19,0
ACC-0180,2025-01-01,19,99,76,66,3.39,0
ACC-0180,2025-02-01,20,155,44,53,4.62,0
ACC-0180,2025-03-01,19,109,68,43,3.99,0
ACC-0180,2025-04-01,19,116,96,34,2.98,0
ACC-0180,2025-05-01,21,132,79,50,4.35,0
ACC-0180,2025-06-01,19,134,63,43,2.65,0
ACC-0180,2025-07-01,20,126,92,54,4.58,0
ACC-0180,2025-08-01,20,138,66,36,4.13,0
ACC-0180,2025-09-01,19,153,83,39,4.01,0
ACC-0180,2025-10-01,20,128,86,49,3.23,0
ACC-0180,2025-11-01,17,103,77,39,5.07,1
ACC-0180,2025-12-01,18,143,90,54,3.36,0
ACC-0180,2026-01-01,20,156,86,55,3.23,0
ACC-0180,2026-02-01,22,123,55,49,2.49,0
ACC-0180,2026-03-01,18,167,68,30,4.22,1
ACC-0181,2025-05-01,15,111,50,39,3.4,0
ACC-0181,2025-06-01,18,126,71,41,3.81,0
ACC-0181,2025-07-01,14,78,76,30,2.71,1
ACC-0181,2025-08-01,17,127,66,40,5.02,0
ACC-0181,2025-09-01,17,122,60,47,3.93,0
ACC-0181,2025-10-01,18,133,84,42,3.87,0
ACC-0181,2025-11-01,20,142,75,42,4.92,0
ACC-0181,2025-12-01,17,107,71,45,4.16,1
ACC-0181,2026-01-01,19,149,85,61,4.21,0
ACC-0181,2026-02-01,19,144,93,56,4.64,0
ACC-0181,2026-03-01,20,118,79,46,3.94,0
ACC-0182,2025-01-01,28,224,91,71,3.2,0
ACC-0182,2025-02-01,32,180,102,82,3.71,0
ACC-0182,2025-03-01,30,200,142,60,3.51,0
ACC-0182,2025-04-01,31,219,163,58,3.98,0
ACC-0182,2025-05-01,33,286,109,68,4.47,0
ACC-0182,2025-06-01,30,169,128,99,3.28,0
ACC-0182,2025-07-01,32,187,140,107,4.43,0
ACC-0182,2025-08-01,31,225,122,85,4.06,0
ACC-0182,2025-09-01,33,163,108,56,4.16,0
ACC-0182,2025-10-01,28,160,89,92,3.51,1
ACC-0182,2025-11-01,29,196,158,70,4.17,0
ACC-0182,2025-12-01,32,238,142,69,4.52,0
ACC-0182,2026-01-01,29,168,152,92,4.51,0
ACC-0182,2026-02-01,28,144,99,67,3.32,0
ACC-0182,2026-03-01,31,261,137,80,3.49,0
ACC-0183,2025-01-01,79,406,217,256,4.47,0
ACC-0183,2025-02-01,83,553,437,379,4.74,0
ACC-0183,2025-03-01,87,636,450,156,5.24,0
ACC-0183,2025-04-01,85,502,324,291,3.42,0
ACC-0183,2025-05-01,86,608,367,298,3.97,0
ACC-0183,2025-06-01,91,697,445,318,4.86,0
ACC-0183,2025-07-01,87,821,441,272,3.56,0
ACC-0183,2025-08-01,86,527,387,233,5.03,0
ACC-0183,2025-09-01,66,310,263,172,3.32,1
ACC-0183,2025-10-01,69,390,283,190,3.82,0
ACC-0183,2025-11-01,72,548,379,237,4.36,0
ACC-0183,2025-12-01,82,576,361,338,2.88,0
ACC-0183,2026-01-01,86,591,350,218,3.29,0
ACC-0183,2026-02-01,92,521,248,349,4.52,0
ACC-0183,2026-03-01,87,477,348,352,3.07,0
ACC-0184,2025-01-01,10,58,40,21,4.65,0
ACC-0184,2025-02-01,12,81,54,31,4.21,0
ACC-0184,2025-03-01,10,53,30,23,4.36,1
ACC-0184,2025-04-01,10,65,33,18,3.76,0
ACC-0184,2025-05-01,10,71,39,28,3.89,0
ACC-0184,2025-06-01,11,94,30,35,5.36,0
ACC-0184,2025-07-01,11,67,57,24,3.71,0
ACC-0184,2025-08-01,11,64,36,33,3.66,0
ACC-0184,2025-09-01,11,54,45,20,3.37,0
ACC-0184,2025-10-01,11,84,48,30,4.11,0
ACC-0184,2025-11-01,11,81,40,31,5.07,0
ACC-0184,2025-12-01,10,57,36,16,3.87,0
ACC-0184,2026-01-01,12,64,61,26,5.68,0
ACC-0184,2026-02-01,11,69,37,22,5.14,0
ACC-0184,2026-03-01,11,83,33,31,3.52,0
ACC-0185,2025-01-01,370,2502,1980,1197,4.7,0
ACC-0185,2025-02-01,423,3433,1663,1798,5.52,0
ACC-0185,2025-03-01,393,1833,1470,1130,5.61,0
ACC-0185,2025-04-01,402,2340,1783,914,4.81,0
ACC-0185,2025-05-01,400,3523,2301,1512,4.03,0
ACC-0185,2025-06-01,376,2082,1411,1442,3.93,0
ACC-0185,2025-07-01,400,2659,1932,952,4.41,0
ACC-0185,2025-08-01,397,2974,1750,1441,5.35,0
ACC-0185,2025-09-01,335,2466,1907,1517,4.46,1
ACC-0185,2025-10-01,329,1858,1287,1344,3.49,0
ACC-0185,2025-11-01,338,2538,1557,894,4.46,0
ACC-0185,2025-12-01,350,3021,1516,876,4.03,0
ACC-0185,2026-01-01,432,1778,2718,1106,4.39,0
ACC-0185,2026-02-01,386,3354,2026,1043,3.99,0
ACC-0185,2026-03-01,404,2704,2247,1292,3.24,0
ACC-0186,2025-01-01,57,408,203,209,4.22,0
ACC-0186,2025-02-01,58,453,157,158,5.06,0
ACC-0186,2025-03-01,74,667,306,260,4.77,0
ACC-0186,2025-04-01,72,492,348,253,4.57,0
ACC-0186,2025-05-01,63,386,231,149,3.04,0
ACC-0186,2025-06-01,65,403,271,233,4.33,0
ACC-0186,2025-07-01,62,340,297,193,3.9,0
ACC-0186,2025-08-01,66,375,242,185,4.0,0
ACC-0186,2025-09-01,57,396,304,230,5.57,0
ACC-0186,2025-10-01,56,397,207,211,3.74,0
ACC-0186,2025-11-01,50,408,155,175,3.58,0
ACC-0186,2025-12-01,67,528,303,272,4.21,0
ACC-0186,2026-01-01,75,549,253,243,4.09,0
ACC-0186,2026-02-01,66,308,291,147,2.43,0
ACC-0186,2026-03-01,65,368,221,66,3.6,0
ACC-0187,2025-02-01,23,133,101,74,4.56,0
ACC-0187,2025-03-01,24,185,78,65,4.9,0
ACC-0187,2025-04-01,22,123,99,36,3.44,0
ACC-0187,2025-05-01,25,174,106,76,3.55,0
ACC-0187,2025-06-01,24,169,83,51,2.9,0
ACC-0187,2025-07-01,25,204,81,75,4.16,0
ACC-0187,2025-08-01,23,126,76,53,4.49,0
ACC-0187,2025-09-01,29,142,107,57,3.31,0
ACC-0187,2025-10-01,26,169,68,64,3.36,0
ACC-0187,2025-11-01,26,205,116,67,3.83,0
ACC-0187,2025-12-01,24,170,107,58,4.35,0
ACC-0187,2026-01-01,24,136,111,70,4.27,0
ACC-0187,2026-02-01,28,197,109,50,5.21,0
ACC-0187,2026-03-01,27,228,157,48,3.3,0
ACC-0188,2025-01-01,110,826,508,359,3.34,0
ACC-0188,2025-02-01,132,884,623,447,4.66,0
ACC-0188,2025-03-01,131,1021,603,310,5.17,0
ACC-0188,2025-04-01,142,995,614,619,3.06,0
ACC-0188,2025-05-01,142,848,706,466,3.33,0
ACC-0188,2025-06-01,128,975,503,353,3.76,0
ACC-0188,2025-07-01,129,1086,307,665,4.34,0
ACC-0188,2025-08-01,137,824,561,456,3.47,0
ACC-0188,2025-09-01,103,803,294,361,3.94,1
ACC-0188,2025-10-01,102,884,340,245,4.07,0
ACC-0188,2025-11-01,103,670,435,346,4.11,0
ACC-0188,2025-12-01,119,857,477,339,5.24,0
ACC-0188,2026-01-01,131,1008,665,537,4.68,0
ACC-0188,2026-02-01,132,848,515,222,4.7,0
ACC-0188,2026-03-01,134,992,536,491,3.24,0
ACC-0189,2026-01-01,4,15,15,7,3.57,0
ACC-0189,2026-02-01,5,30,14,18,4.17,0
ACC-0189,2026-03-01,4,23,15,9,5.11,1
ACC-0190,2025-01-01,21,179,78,56,4.92,0
ACC-0190,2025-02-01,22,174,85,54,2.46,0
ACC-0190,2025-03-01,20,154,96,48,5.39,0
ACC-0190,2025-04-01,20,114,74,37,4.64,0
ACC-0190,2025-05-01,21,150,79,51,2.68,0
ACC-0190,2025-06-01,21,138,67,50,4.02,0
ACC-0190,2025-07-01,21,111,91,39,3.81,0
ACC-0190,2025-08-01,21,131,85,56,3.85,0
ACC-0190,2025-09-01,22,135,88,58,4.36,0
ACC-0190,2025-10-01,21,143,93,48,3.45,0
ACC-0190,2025-11-01,19,88,104,24,5.04,0
ACC-0190,2025-12-01,18,140,42,42,5.22,0
ACC-0190,2026-01-01,22,134,56,39,5.17,0
ACC-0190,2026-02-01,20,128,86,35,4.49,0
ACC-0190,2026-03-01,20,136,72,31,3.9,0
ACC-0191,2025-03-01,12,83,49,35,4.06,0
ACC-0191,2025-04-01,11,65,53,28,3.81,0
ACC-0191,2025-05-01,10,77,35,24,5.85,0
ACC-0191,2025-06-01,14,115,51,42,4.22,0
ACC-0191,2025-07-01,12,104,46,29,3.57,1
ACC-0191,2025-08-01,14,82,68,21,4.58,0
ACC-0191,2025-09-01,12,87,49,25,3.93,1
ACC-0191,2025-10-01,12,89,39,28,4.44,0
ACC-0191,2025-11-01,14,90,54,36,2.75,0
ACC-0191,2025-12-01,11,66,38,17,4.8,1
ACC-0191,2026-01-01,13,86,46,32,4.56,0
ACC-0191,2026-02-01,13,90,45,32,5.0,0
ACC-0191,2026-03-01,14,111,60,35,3.89,0
ACC-0192,2025-08-01,8,40,31,18,5.19,0
ACC-0192,2025-09-01,10,57,47,21,4.68,0
ACC-0192,2025-10-01,9,70,33,27,2.89,0
ACC-0192,2025-11-01,11,71,45,14,3.93,0
ACC-0192,2025-12-01,10,60,46,24,4.94,0
ACC-0192,2026-01-01,10,54,41,33,4.55,0
ACC-0192,2026-02-01,10,89,50,28,4.42,0
ACC-0192,2026-03-01,10,73,23,26,4.09,0
ACC-0193,2025-01-01,14,87,39,21,5.07,0
ACC-0193,2025-02-01,15,57,54,44,4.0,0
ACC-0193,2025-03-01,16,122,48,38,3.89,0
ACC-0193,2025-04-01,13,63,44,27,4.4,1
ACC-0193,2025-05-01,15,105,70,35,4.62,0
ACC-0193,2025-06-01,14,84,78,16,2.89,0
ACC-0193,2025-07-01,14,86,41,26,3.55,0
ACC-0193,2025-08-01,15,117,81,24,3.24,0
ACC-0193,2025-09-01,13,102,57,32,4.36,0
ACC-0193,2025-10-01,15,79,67,35,3.36,0
ACC-0193,2025-11-01,15,90,64,35,4.82,0
ACC-0193,2025-12-01,14,77,61,37,4.56,0
ACC-0193,2026-01-01,15,87,69,22,4.12,0
ACC-0193,2026-02-01,14,113,55,39,2.97,0
ACC-0193,2026-03-01,14,77,85,29,4.25,0
ACC-0194,2025-05-01,5,23,18,13,4.26,0
ACC-0194,2025-06-01,5,29,24,14,5.05,0
ACC-0194,2025-07-01,5,39,20,16,4.2,0
ACC-0194,2025-08-01,5,37,18,10,3.18,0
ACC-0194,2025-09-01,7,41,37,15,3.55,0
ACC-0194,2025-10-01,6,38,24,10,3.88,1
ACC-0194,2025-11-01,6,30,22,13,4.25,0
ACC-0194,2025-12-01,6,37,21,23,3.9,0
ACC-0194,2026-01-01,6,36,23,14,4.84,0
ACC-0194,2026-02-01,6,46,29,15,4.46,0
ACC-0194,2026-03-01,6,31,36,13,3.95,0
ACC-0195,2025-12-01,12,62,58,44,3.8,0
ACC-0195,2026-01-01,14,94,68,51,5.26,0
ACC-0195,2026-02-01,14,99,64,34,3.43,0
ACC-0195,2026-03-01,15,116,76,35,4.38,0
ACC-0196,2025-01-01,5,23,18,17,4.41,0
ACC-0196,2025-02-01,4,26,19,3,4.32,1
ACC-0196,2025-03-01,5,23,20,11,4.18,0
ACC-0196,2025-04-01,5,26,14,10,4.8,0
ACC-0196,2025-05-01,5,32,16,10,4.72,0
ACC-0196,2025-06-01,5,29,10,10,3.86,0
ACC-0196,2025-07-01,4,24,19,9,4.89,1
ACC-0196,2025-08-01,4,24,10,8,3.47,0
ACC-0196,2025-09-01,5,34,24,10,3.49,0
ACC-0196,2025-10-01,4,27,22,10,3.94,1
ACC-0196,2025-11-01,5,32,28,15,4.38,0
ACC-0196,2025-12-01,5,34,22,10,3.61,0
ACC-0196,2026-01-01,5,32,24,16,4.56,0
ACC-0196,2026-02-01,5,47,21,9,4.0,0
ACC-0196,2026-03-01,5,25,17,14,4.01,0
ACC-0197,2025-01-01,53,407,186,115,3.23,0
ACC-0197,2025-02-01,56,379,198,133,4.01,0
ACC-0197,2025-03-01,65,362,232,153,3.94,0
ACC-0197,2025-04-01,62,547,265,196,4.8,0
ACC-0197,2025-05-01,64,375,380,203,4.37,0
ACC-0197,2025-06-01,63,433,335,175,4.75,0
ACC-0197,2025-07-01,58,439,227,171,4.71,0
ACC-0197,2025-08-01,62,347,320,230,4.15,0
ACC-0197,2025-09-01,49,338,226,102,4.46,1
ACC-0197,2025-10-01,52,203,221,191,4.61,0
ACC-0197,2025-11-01,52,319,169,100,4.96,0
ACC-0197,2025-12-01,60,467,211,225,3.15,0
ACC-0197,2026-01-01,58,385,268,253,4.03,0
ACC-0197,2026-02-01,58,318,205,275,4.73,0
ACC-0197,2026-03-01,65,405,266,239,3.85,0
ACC-0198,2025-01-01,19,109,71,47,3.62,0
ACC-0198,2025-02-01,20,136,79,40,4.27,0
ACC-0198,2025-03-01,19,124,94,34,5.72,0
ACC-0198,2025-04-01,20,139,69,61,4.11,0
ACC-0198,2025-05-01,19,111,73,51,4.32,0
ACC-0198,2025-06-01,20,114,69,44,4.52,0
ACC-0198,2025-07-01,19,140,77,50,4.08,0
ACC-0198,2025-08-01,18,112,68,34,3.8,0
ACC-0198,2025-09-01,20,105,70,66,3.08,0
ACC-0198,2025-10-01,19,99,66,45,3.51,0
ACC-0198,2025-11-01,20,159,95,60,3.23,0
ACC-0198,2025-12-01,18,126,86,61,4.95,0
ACC-0198,2026-01-01,21,197,87,48,4.32,0
ACC-0198,2026-02-01,19,124,51,41,4.12,0
ACC-0198,2026-03-01,21,162,69,75,4.3,0
ACC-0199,2025-01-01,10,47,36,30,4.32,0
ACC-0199,2025-02-01,10,67,29,24,5.19,0
ACC-0199,2025-03-01,10,63,53,17,3.52,0
ACC-0199,2025-04-01,11,78,42,26,3.64,0
ACC-0199,2025-05-01,10,67,41,17,4.39,0
ACC-0199,2025-06-01,10,54,51,36,5.56,0
ACC-0199,2025-07-01,10,62,40,26,3.91,0
ACC-0199,2025-08-01,11,46,42,31,3.61,0
ACC-0199,2025-09-01,10,71,53,17,3.24,0
ACC-0199,2025-10-01,9,43,26,17,5.06,0
ACC-0199,2025-11-01,10,65,33,28,5.51,0
ACC-0199,2025-12-01,9,75,39,21,4.48,0
ACC-0199,2026-01-01,10,85,45,27,3.9,0
ACC-0199,2026-02-01,10,54,41,40,2.45,0
ACC-0199,2026-03-01,10,67,39,23,4.26,0
ACC-0200,2025-06-01,53,357,196,244,4.02,0
ACC-0200,2025-07-01,52,299,252,193,4.49,0
ACC-0200,2025-08-01,50,283,272,133,4.65,0
ACC-0200,2025-09-01,47,357,166,118,3.7,0
ACC-0200,2025-10-01,48,333,199,116,4.18,0
ACC-0200,2025-11-01,47,338,223,149,4.39,0
ACC-0200,2025-12-01,63,398,210,227,3.41,0
ACC-0200,2026-01-01,60,350,212,181,4.83,0
ACC-0200,2026-02-01,65,488,283,196,2.55,0
ACC-0200,2026-03-01,62,247,158,191,4.39,0
ACC-0201,2025-01-01,30,245,134,70,5.17,0
ACC-0201,2025-02-01,34,240,118,74,3.19,0
ACC-0201,2025-03-01,31,165,118,81,2.81,0
ACC-0201,2025-04-01,29,172,117,63,4.01,0
ACC-0201,2025-05-01,30,147,110,70,3.98,0
ACC-0201,2025-06-01,31,215,144,66,3.1,0
ACC-0201,2025-07-01,31,214,103,81,4.95,0
ACC-0201,2025-08-01,34,230,168,62,4.17,0
ACC-0201,2025-09-01,30,206,161,78,3.54,0
ACC-0201,2025-10-01,29,241,130,78,3.96,0
ACC-0201,2025-11-01,32,173,141,59,3.95,0
ACC-0201,2025-12-01,28,89,107,55,4.05,0
ACC-0201,2026-01-01,31,261,134,82,4.55,0
ACC-0201,2026-02-01,33,230,142,95,2.5,0
ACC-0201,2026-03-01,35,288,149,60,5.05,0
ACC-0202,2025-02-01,55,389,169,261,3.19,0
ACC-0202,2025-03-01,58,241,235,168,5.0,0
ACC-0202,2025-04-01,56,434,183,168,4.02,0
ACC-0202,2025-05-01,68,469,318,230,4.66,0
ACC-0202,2025-06-01,62,429,333,125,4.54,0
ACC-0202,2025-07-01,64,518,299,209,4.5,0
ACC-0202,2025-08-01,63,382,190,267,4.52,0
ACC-0202,2025-09-01,51,346,256,198,3.55,1
ACC-0202,2025-10-01,44,305,149,159,4.87,0
